,imsi,Outlet_Type,Outlet_Location_Type
2420,OUT01,Grocery Store,Tier 1
2472,OUT01,Grocery Store,Tier 1
2479,OUT01,Grocery Store,Tier 1
2499,OUT01,Grocery Store,Tier 1
2505,OUT01,Grocery Store,Tier 1
2534,OUT01,Grocery Store,Tier 1
2561,OUT01,Grocery Store,Tier 1
2584,OUT01,Grocery Store,Tier 1
2600,OUT01,Grocery Store,Tier 1
2605,OUT01,Grocery Store,Tier 1
2609,OUT01,Grocery Store,Tier 1
2621,OUT01,Grocery Store,Tier 1
2622,OUT01,Grocery Store,Tier 1
2625,OUT01,Grocery Store,Tier 1
2680,OUT01,Grocery Store,Tier 1
2694,OUT01,Grocery Store,Tier 1
2727,OUT01,Grocery Store,Tier 1
2751,OUT01,Grocery Store,Tier 1
2760,OUT01,Grocery Store,Tier 1
2798,OUT01,Grocery Store,Tier 1
2799,OUT01,Grocery Store,Tier 1
2807,OUT01,Grocery Store,Tier 1
2819,OUT01,Grocery Store,Tier 1
2823,OUT01,Grocery Store,Tier 1
2829,OUT01,Grocery Store,Tier 1
2830,OUT01,Grocery Store,Tier 1
2837,OUT01,Grocery Store,Tier 1
2843,OUT01,Grocery Store,Tier 1
2851,OUT01,Grocery Store,Tier 1
2910,OUT01,Grocery Store,Tier 1
2916,OUT01,Grocery Store,Tier 1
2928,OUT01,Grocery Store,Tier 1
2968,OUT01,Grocery Store,Tier 1
2974,OUT01,Grocery Store,Tier 1
3017,OUT01,Grocery Store,Tier 1
3060,OUT01,Grocery Store,Tier 1
3064,OUT01,Grocery Store,Tier 1
3067,OUT01,Grocery Store,Tier 1
3072,OUT01,Grocery Store,Tier 1
3083,OUT01,Grocery Store,Tier 1
3085,OUT01,Grocery Store,Tier 1
3087,OUT01,Grocery Store,Tier 1
3096,OUT01,Grocery Store,Tier 1
3109,OUT01,Grocery Store,Tier 1
3111,OUT01,Grocery Store,Tier 1
3125,OUT01,Grocery Store,Tier 1
3152,OUT01,Grocery Store,Tier 1
3159,OUT01,Grocery Store,Tier 1
3163,OUT01,Grocery Store,Tier 1
3209,OUT01,Grocery Store,Tier 1
3231,OUT01,Grocery Store,Tier 1
3239,OUT01,Grocery Store,Tier 1
3257,OUT01,Grocery Store,Tier 1
3264,OUT01,Grocery Store,Tier 1
3271,OUT01,Grocery Store,Tier 1
3280,OUT01,Grocery Store,Tier 1
3282,OUT01,Grocery Store,Tier 1
3294,OUT01,Grocery Store,Tier 1
3313,OUT01,Grocery Store,Tier 1
3346,OUT01,Grocery Store,Tier 1
3351,OUT01,Grocery Store,Tier 1
3364,OUT01,Grocery Store,Tier 1
3378,OUT01,Grocery Store,Tier 1
3390,OUT01,Grocery Store,Tier 1
3400,OUT01,Grocery Store,Tier 1
3462,OUT01,Grocery Store,Tier 1
3468,OUT01,Grocery Store,Tier 1
3473,OUT01,Grocery Store,Tier 1
3490,OUT01,Grocery Store,Tier 1
3515,OUT01,Grocery Store,Tier 1
3566,OUT01,Grocery Store,Tier 1
3595,OUT01,Grocery Store,Tier 1
3600,OUT01,Grocery Store,Tier 1
3604,OUT01,Grocery Store,Tier 1
3608,OUT01,Grocery Store,Tier 1
3632,OUT01,Grocery Store,Tier 1
3635,OUT01,Grocery Store,Tier 1
3638,OUT01,Grocery Store,Tier 1
3664,OUT01,Grocery Store,Tier 1
3667,OUT01,Grocery Store,Tier 1
3671,OUT01,Grocery Store,Tier 1
3724,OUT01,Grocery Store,Tier 1
3734,OUT01,Grocery Store,Tier 1
3741,OUT01,Grocery Store,Tier 1
3769,OUT01,Grocery Store,Tier 1
3787,OUT01,Grocery Store,Tier 1
3804,OUT01,Grocery Store,Tier 1
3837,OUT01,Grocery Store,Tier 1
3865,OUT01,Grocery Store,Tier 1
3875,OUT01,Grocery Store,Tier 1
3882,OUT01,Grocery Store,Tier 1
3887,OUT01,Grocery Store,Tier 1
3892,OUT01,Grocery Store,Tier 1
3898,OUT01,Grocery Store,Tier 1
3909,OUT01,Grocery Store,Tier 1
3928,OUT01,Grocery Store,Tier 1
3990,OUT01,Grocery Store,Tier 1
3994,OUT01,Grocery Store,Tier 1
4000,OUT01,Grocery Store,Tier 1
4010,OUT01,Grocery Store,Tier 1
4042,OUT01,Grocery Store,Tier 1
4054,OUT01,Grocery Store,Tier 1
4059,OUT01,Grocery Store,Tier 1
4069,OUT01,Grocery Store,Tier 1
4108,OUT01,Grocery Store,Tier 1
4147,OUT01,Grocery Store,Tier 1
4153,OUT01,Grocery Store,Tier 1
4161,OUT01,Grocery Store,Tier 1
4166,OUT01,Grocery Store,Tier 1
4187,OUT01,Grocery Store,Tier 1
4210,OUT01,Grocery Store,Tier 1
4215,OUT01,Grocery Store,Tier 1
4245,OUT01,Grocery Store,Tier 1
4255,OUT01,Grocery Store,Tier 1
4262,OUT01,Grocery Store,Tier 1
4276,OUT01,Grocery Store,Tier 1
4288,OUT01,Grocery Store,Tier 1
4321,OUT01,Grocery Store,Tier 1
4322,OUT01,Grocery Store,Tier 1
4328,OUT01,Grocery Store,Tier 1
4340,OUT01,Grocery Store,Tier 1
4350,OUT01,Grocery Store,Tier 1
4359,OUT01,Grocery Store,Tier 1
4365,OUT01,Grocery Store,Tier 1
4409,OUT01,Grocery Store,Tier 1
4421,OUT01,Grocery Store,Tier 1
4431,OUT01,Grocery Store,Tier 1
4440,OUT01,Grocery Store,Tier 1
4446,OUT01,Grocery Store,Tier 1
4484,OUT01,Grocery Store,Tier 1
4496,OUT01,Grocery Store,Tier 1
4543,OUT01,Grocery Store,Tier 1
4549,OUT01,Grocery Store,Tier 1
4551,OUT01,Grocery Store,Tier 1
4561,OUT01,Grocery Store,Tier 1
4574,OUT01,Grocery Store,Tier 1
4575,OUT01,Grocery Store,Tier 1
4654,OUT01,Grocery Store,Tier 1
4660,OUT01,Grocery Store,Tier 1
4674,OUT01,Grocery Store,Tier 1
4726,OUT01,Grocery Store,Tier 1
4727,OUT01,Grocery Store,Tier 1
4755,OUT01,Grocery Store,Tier 1
4765,OUT01,Grocery Store,Tier 1
4775,OUT01,Grocery Store,Tier 1
4780,OUT01,Grocery Store,Tier 1
4803,OUT01,Grocery Store,Tier 1
4804,OUT01,Grocery Store,Tier 1
4820,OUT01,Grocery Store,Tier 1
4830,OUT01,Grocery Store,Tier 1
4846,OUT01,Grocery Store,Tier 1
4854,OUT01,Grocery Store,Tier 1
4878,OUT01,Grocery Store,Tier 1
4888,OUT01,Grocery Store,Tier 1
4902,OUT01,Grocery Store,Tier 1
4917,OUT01,Grocery Store,Tier 1
4919,OUT01,Grocery Store,Tier 1
4928,OUT01,Grocery Store,Tier 1
4958,OUT01,Grocery Store,Tier 1
4959,OUT01,Grocery Store,Tier 1
4999,OUT01,Grocery Store,Tier 1
5016,OUT01,Grocery Store,Tier 1
5026,OUT01,Grocery Store,Tier 1
5046,OUT01,Grocery Store,Tier 1
5051,OUT01,Grocery Store,Tier 1
5054,OUT01,Grocery Store,Tier 1
5088,OUT01,Grocery Store,Tier 1
5098,OUT01,Grocery Store,Tier 1
5106,OUT01,Grocery Store,Tier 1
5112,OUT01,Grocery Store,Tier 1
5114,OUT01,Grocery Store,Tier 1
5116,OUT01,Grocery Store,Tier 1
5121,OUT01,Grocery Store,Tier 1
5122,OUT01,Grocery Store,Tier 1
5167,OUT01,Grocery Store,Tier 1
5175,OUT01,Grocery Store,Tier 1
5180,OUT01,Grocery Store,Tier 1
5190,OUT01,Grocery Store,Tier 1
5197,OUT01,Grocery Store,Tier 1
5208,OUT01,Grocery Store,Tier 1
5212,OUT01,Grocery Store,Tier 1
5247,OUT01,Grocery Store,Tier 1
5249,OUT01,Grocery Store,Tier 1
5262,OUT01,Grocery Store,Tier 1
5263,OUT01,Grocery Store,Tier 1
5293,OUT01,Grocery Store,Tier 1
5303,OUT01,Grocery Store,Tier 1
5311,OUT01,Grocery Store,Tier 1
5329,OUT01,Grocery Store,Tier 1
5336,OUT01,Grocery Store,Tier 1
5346,OUT01,Grocery Store,Tier 1
5357,OUT01,Grocery Store,Tier 1
5362,OUT01,Grocery Store,Tier 1
5370,OUT01,Grocery Store,Tier 1
5372,OUT01,Grocery Store,Tier 1
5388,OUT01,Grocery Store,Tier 1
5398,OUT01,Grocery Store,Tier 1
5435,OUT01,Grocery Store,Tier 1
5450,OUT01,Grocery Store,Tier 1
5458,OUT01,Grocery Store,Tier 1
5465,OUT01,Grocery Store,Tier 1
5475,OUT01,Grocery Store,Tier 1
5478,OUT01,Grocery Store,Tier 1
5482,OUT01,Grocery Store,Tier 1
5499,OUT01,Grocery Store,Tier 1
5546,OUT01,Grocery Store,Tier 1
5583,OUT01,Grocery Store,Tier 1
5596,OUT01,Grocery Store,Tier 1
5600,OUT01,Grocery Store,Tier 1
5643,OUT01,Grocery Store,Tier 1
3,OUT01,Grocery Store,Tier 3
28,OUT01,Grocery Store,Tier 3
30,OUT01,Grocery Store,Tier 3
45,OUT01,Grocery Store,Tier 3
65,OUT01,Grocery Store,Tier 3
90,OUT01,Grocery Store,Tier 3
122,OUT01,Grocery Store,Tier 3
133,OUT01,Grocery Store,Tier 3
139,OUT01,Grocery Store,Tier 3
174,OUT01,Grocery Store,Tier 3
175,OUT01,Grocery Store,Tier 3
177,OUT01,Grocery Store,Tier 3
205,OUT01,Grocery Store,Tier 3
209,OUT01,Grocery Store,Tier 3
214,OUT01,Grocery Store,Tier 3
215,OUT01,Grocery Store,Tier 3
216,OUT01,Grocery Store,Tier 3
217,OUT01,Grocery Store,Tier 3
278,OUT01,Grocery Store,Tier 3
286,OUT01,Grocery Store,Tier 3
317,OUT01,Grocery Store,Tier 3
325,OUT01,Grocery Store,Tier 3
387,OUT01,Grocery Store,Tier 3
411,OUT01,Grocery Store,Tier 3
420,OUT01,Grocery Store,Tier 3
477,OUT01,Grocery Store,Tier 3
483,OUT01,Grocery Store,Tier 3
493,OUT01,Grocery Store,Tier 3
502,OUT01,Grocery Store,Tier 3
510,OUT01,Grocery Store,Tier 3
521,OUT01,Grocery Store,Tier 3
522,OUT01,Grocery Store,Tier 3
531,OUT01,Grocery Store,Tier 3
532,OUT01,Grocery Store,Tier 3
540,OUT01,Grocery Store,Tier 3
547,OUT01,Grocery Store,Tier 3
561,OUT01,Grocery Store,Tier 3
636,OUT01,Grocery Store,Tier 3
651,OUT01,Grocery Store,Tier 3
680,OUT01,Grocery Store,Tier 3
687,OUT01,Grocery Store,Tier 3
706,OUT01,Grocery Store,Tier 3
712,OUT01,Grocery Store,Tier 3
746,OUT01,Grocery Store,Tier 3
759,OUT01,Grocery Store,Tier 3
787,OUT01,Grocery Store,Tier 3
828,OUT01,Grocery Store,Tier 3
836,OUT01,Grocery Store,Tier 3
851,OUT01,Grocery Store,Tier 3
861,OUT01,Grocery Store,Tier 3
882,OUT01,Grocery Store,Tier 3
883,OUT01,Grocery Store,Tier 3
906,OUT01,Grocery Store,Tier 3
908,OUT01,Grocery Store,Tier 3
913,OUT01,Grocery Store,Tier 3
928,OUT01,Grocery Store,Tier 3
945,OUT01,Grocery Store,Tier 3
953,OUT01,Grocery Store,Tier 3
966,OUT01,Grocery Store,Tier 3
973,OUT01,Grocery Store,Tier 3
978,OUT01,Grocery Store,Tier 3
982,OUT01,Grocery Store,Tier 3
995,OUT01,Grocery Store,Tier 3
1020,OUT01,Grocery Store,Tier 3
1022,OUT01,Grocery Store,Tier 3
1030,OUT01,Grocery Store,Tier 3
1034,OUT01,Grocery Store,Tier 3
1064,OUT01,Grocery Store,Tier 3
1065,OUT01,Grocery Store,Tier 3
1105,OUT01,Grocery Store,Tier 3
1119,OUT01,Grocery Store,Tier 3
1120,OUT01,Grocery Store,Tier 3
1144,OUT01,Grocery Store,Tier 3
1192,OUT01,Grocery Store,Tier 3
1224,OUT01,Grocery Store,Tier 3
1233,OUT01,Grocery Store,Tier 3
1259,OUT01,Grocery Store,Tier 3
1272,OUT01,Grocery Store,Tier 3
1291,OUT01,Grocery Store,Tier 3
1311,OUT01,Grocery Store,Tier 3
1319,OUT01,Grocery Store,Tier 3
1337,OUT01,Grocery Store,Tier 3
1351,OUT01,Grocery Store,Tier 3
1380,OUT01,Grocery Store,Tier 3
1389,OUT01,Grocery Store,Tier 3
1444,OUT01,Grocery Store,Tier 3
1449,OUT01,Grocery Store,Tier 3
1468,OUT01,Grocery Store,Tier 3
1476,OUT01,Grocery Store,Tier 3
1481,OUT01,Grocery Store,Tier 3
1496,OUT01,Grocery Store,Tier 3
1516,OUT01,Grocery Store,Tier 3
1545,OUT01,Grocery Store,Tier 3
1548,OUT01,Grocery Store,Tier 3
1555,OUT01,Grocery Store,Tier 3
1590,OUT01,Grocery Store,Tier 3
1605,OUT01,Grocery Store,Tier 3
1617,OUT01,Grocery Store,Tier 3
1642,OUT01,Grocery Store,Tier 3
1644,OUT01,Grocery Store,Tier 3
1651,OUT01,Grocery Store,Tier 3
1696,OUT01,Grocery Store,Tier 3
1711,OUT01,Grocery Store,Tier 3
1715,OUT01,Grocery Store,Tier 3
1754,OUT01,Grocery Store,Tier 3
1788,OUT01,Grocery Store,Tier 3
1800,OUT01,Grocery Store,Tier 3
1824,OUT01,Grocery Store,Tier 3
1839,OUT01,Grocery Store,Tier 3
1841,OUT01,Grocery Store,Tier 3
1845,OUT01,Grocery Store,Tier 3
1854,OUT01,Grocery Store,Tier 3
1855,OUT01,Grocery Store,Tier 3
1867,OUT01,Grocery Store,Tier 3
1873,OUT01,Grocery Store,Tier 3
1875,OUT01,Grocery Store,Tier 3
1921,OUT01,Grocery Store,Tier 3
1937,OUT01,Grocery Store,Tier 3
1951,OUT01,Grocery Store,Tier 3
1988,OUT01,Grocery Store,Tier 3
1990,OUT01,Grocery Store,Tier 3
2017,OUT01,Grocery Store,Tier 3
2039,OUT01,Grocery Store,Tier 3
2065,OUT01,Grocery Store,Tier 3
2079,OUT01,Grocery Store,Tier 3
2081,OUT01,Grocery Store,Tier 3
2088,OUT01,Grocery Store,Tier 3
2092,OUT01,Grocery Store,Tier 3
2119,OUT01,Grocery Store,Tier 3
2122,OUT01,Grocery Store,Tier 3
2124,OUT01,Grocery Store,Tier 3
2131,OUT01,Grocery Store,Tier 3
2159,OUT01,Grocery Store,Tier 3
2170,OUT01,Grocery Store,Tier 3
2172,OUT01,Grocery Store,Tier 3
2195,OUT01,Grocery Store,Tier 3
2204,OUT01,Grocery Store,Tier 3
2223,OUT01,Grocery Store,Tier 3
2252,OUT01,Grocery Store,Tier 3
2255,OUT01,Grocery Store,Tier 3
2277,OUT01,Grocery Store,Tier 3
2287,OUT01,Grocery Store,Tier 3
2294,OUT01,Grocery Store,Tier 3
2312,OUT01,Grocery Store,Tier 3
2313,OUT01,Grocery Store,Tier 3
2318,OUT01,Grocery Store,Tier 3
2324,OUT01,Grocery Store,Tier 3
2336,OUT01,Grocery Store,Tier 3
2340,OUT01,Grocery Store,Tier 3
2345,OUT01,Grocery Store,Tier 3
2350,OUT01,Grocery Store,Tier 3
2384,OUT01,Grocery Store,Tier 3
2394,OUT01,Grocery Store,Tier 3
2407,OUT01,Grocery Store,Tier 3
2408,OUT01,Grocery Store,Tier 3
2445,OUT01,Grocery Store,Tier 3
2449,OUT01,Grocery Store,Tier 3
2470,OUT01,Grocery Store,Tier 3
2472,OUT01,Grocery Store,Tier 3
2479,OUT01,Grocery Store,Tier 3
2480,OUT01,Grocery Store,Tier 3
2487,OUT01,Grocery Store,Tier 3
2491,OUT01,Grocery Store,Tier 3
2527,OUT01,Grocery Store,Tier 3
2573,OUT01,Grocery Store,Tier 3
2576,OUT01,Grocery Store,Tier 3
2582,OUT01,Grocery Store,Tier 3
2600,OUT01,Grocery Store,Tier 3
2620,OUT01,Grocery Store,Tier 3
2678,OUT01,Grocery Store,Tier 3
2692,OUT01,Grocery Store,Tier 3
2697,OUT01,Grocery Store,Tier 3
2728,OUT01,Grocery Store,Tier 3
2765,OUT01,Grocery Store,Tier 3
2767,OUT01,Grocery Store,Tier 3
2795,OUT01,Grocery Store,Tier 3
2796,OUT01,Grocery Store,Tier 3
2809,OUT01,Grocery Store,Tier 3
2813,OUT01,Grocery Store,Tier 3
2818,OUT01,Grocery Store,Tier 3
2855,OUT01,Grocery Store,Tier 3
2875,OUT01,Grocery Store,Tier 3
2940,OUT01,Grocery Store,Tier 3
2943,OUT01,Grocery Store,Tier 3
2944,OUT01,Grocery Store,Tier 3
2963,OUT01,Grocery Store,Tier 3
2966,OUT01,Grocery Store,Tier 3
2977,OUT01,Grocery Store,Tier 3
3001,OUT01,Grocery Store,Tier 3
3012,OUT01,Grocery Store,Tier 3
3025,OUT01,Grocery Store,Tier 3
3028,OUT01,Grocery Store,Tier 3
3041,OUT01,Grocery Store,Tier 3
3044,OUT01,Grocery Store,Tier 3
3047,OUT01,Grocery Store,Tier 3
3054,OUT01,Grocery Store,Tier 3
3055,OUT01,Grocery Store,Tier 3
3086,OUT01,Grocery Store,Tier 3
3095,OUT01,Grocery Store,Tier 3
3100,OUT01,Grocery Store,Tier 3
3104,OUT01,Grocery Store,Tier 3
3105,OUT01,Grocery Store,Tier 3
3108,OUT01,Grocery Store,Tier 3
3113,OUT01,Grocery Store,Tier 3
3146,OUT01,Grocery Store,Tier 3
3163,OUT01,Grocery Store,Tier 3
3171,OUT01,Grocery Store,Tier 3
3180,OUT01,Grocery Store,Tier 3
3216,OUT01,Grocery Store,Tier 3
3224,OUT01,Grocery Store,Tier 3
3227,OUT01,Grocery Store,Tier 3
3247,OUT01,Grocery Store,Tier 3
3258,OUT01,Grocery Store,Tier 3
3271,OUT01,Grocery Store,Tier 3
3273,OUT01,Grocery Store,Tier 3
3276,OUT01,Grocery Store,Tier 3
3283,OUT01,Grocery Store,Tier 3
3301,OUT01,Grocery Store,Tier 3
3336,OUT01,Grocery Store,Tier 3
3348,OUT01,Grocery Store,Tier 3
3389,OUT01,Grocery Store,Tier 3
3399,OUT01,Grocery Store,Tier 3
3408,OUT01,Grocery Store,Tier 3
3417,OUT01,Grocery Store,Tier 3
3419,OUT01,Grocery Store,Tier 3
3432,OUT01,Grocery Store,Tier 3
3488,OUT01,Grocery Store,Tier 3
3497,OUT01,Grocery Store,Tier 3
3510,OUT01,Grocery Store,Tier 3
3537,OUT01,Grocery Store,Tier 3
3556,OUT01,Grocery Store,Tier 3
3603,OUT01,Grocery Store,Tier 3
3626,OUT01,Grocery Store,Tier 3
3639,OUT01,Grocery Store,Tier 3
3666,OUT01,Grocery Store,Tier 3
3695,OUT01,Grocery Store,Tier 3
3702,OUT01,Grocery Store,Tier 3
3740,OUT01,Grocery Store,Tier 3
3761,OUT01,Grocery Store,Tier 3
3762,OUT01,Grocery Store,Tier 3
3764,OUT01,Grocery Store,Tier 3
3771,OUT01,Grocery Store,Tier 3
3795,OUT01,Grocery Store,Tier 3
3810,OUT01,Grocery Store,Tier 3
3813,OUT01,Grocery Store,Tier 3
3865,OUT01,Grocery Store,Tier 3
3870,OUT01,Grocery Store,Tier 3
3880,OUT01,Grocery Store,Tier 3
3889,OUT01,Grocery Store,Tier 3
3895,OUT01,Grocery Store,Tier 3
3897,OUT01,Grocery Store,Tier 3
3941,OUT01,Grocery Store,Tier 3
3950,OUT01,Grocery Store,Tier 3
3951,OUT01,Grocery Store,Tier 3
3960,OUT01,Grocery Store,Tier 3
3971,OUT01,Grocery Store,Tier 3
3983,OUT01,Grocery Store,Tier 3
3996,OUT01,Grocery Store,Tier 3
4012,OUT01,Grocery Store,Tier 3
4016,OUT01,Grocery Store,Tier 3
4019,OUT01,Grocery Store,Tier 3
4034,OUT01,Grocery Store,Tier 3
4054,OUT01,Grocery Store,Tier 3
4061,OUT01,Grocery Store,Tier 3
4090,OUT01,Grocery Store,Tier 3
4117,OUT01,Grocery Store,Tier 3
4130,OUT01,Grocery Store,Tier 3
4153,OUT01,Grocery Store,Tier 3
4159,OUT01,Grocery Store,Tier 3
4197,OUT01,Grocery Store,Tier 3
4199,OUT01,Grocery Store,Tier 3
4219,OUT01,Grocery Store,Tier 3
4225,OUT01,Grocery Store,Tier 3
4228,OUT01,Grocery Store,Tier 3
4229,OUT01,Grocery Store,Tier 3
4254,OUT01,Grocery Store,Tier 3
4257,OUT01,Grocery Store,Tier 3
4265,OUT01,Grocery Store,Tier 3
4280,OUT01,Grocery Store,Tier 3
4281,OUT01,Grocery Store,Tier 3
4284,OUT01,Grocery Store,Tier 3
4291,OUT01,Grocery Store,Tier 3
4297,OUT01,Grocery Store,Tier 3
4310,OUT01,Grocery Store,Tier 3
4321,OUT01,Grocery Store,Tier 3
4322,OUT01,Grocery Store,Tier 3
4329,OUT01,Grocery Store,Tier 3
4334,OUT01,Grocery Store,Tier 3
4347,OUT01,Grocery Store,Tier 3
4350,OUT01,Grocery Store,Tier 3
4361,OUT01,Grocery Store,Tier 3
4373,OUT01,Grocery Store,Tier 3
4376,OUT01,Grocery Store,Tier 3
4403,OUT01,Grocery Store,Tier 3
4408,OUT01,Grocery Store,Tier 3
4437,OUT01,Grocery Store,Tier 3
4447,OUT01,Grocery Store,Tier 3
4470,OUT01,Grocery Store,Tier 3
4477,OUT01,Grocery Store,Tier 3
4491,OUT01,Grocery Store,Tier 3
4502,OUT01,Grocery Store,Tier 3
4509,OUT01,Grocery Store,Tier 3
4518,OUT01,Grocery Store,Tier 3
4530,OUT01,Grocery Store,Tier 3
4612,OUT01,Grocery Store,Tier 3
4619,OUT01,Grocery Store,Tier 3
4622,OUT01,Grocery Store,Tier 3
4655,OUT01,Grocery Store,Tier 3
4656,OUT01,Grocery Store,Tier 3
4693,OUT01,Grocery Store,Tier 3
4770,OUT01,Grocery Store,Tier 3
4780,OUT01,Grocery Store,Tier 3
4789,OUT01,Grocery Store,Tier 3
4800,OUT01,Grocery Store,Tier 3
4844,OUT01,Grocery Store,Tier 3
4851,OUT01,Grocery Store,Tier 3
4874,OUT01,Grocery Store,Tier 3
4906,OUT01,Grocery Store,Tier 3
4909,OUT01,Grocery Store,Tier 3
4910,OUT01,Grocery Store,Tier 3
4920,OUT01,Grocery Store,Tier 3
4924,OUT01,Grocery Store,Tier 3
4925,OUT01,Grocery Store,Tier 3
4926,OUT01,Grocery Store,Tier 3
4940,OUT01,Grocery Store,Tier 3
4941,OUT01,Grocery Store,Tier 3
4955,OUT01,Grocery Store,Tier 3
4987,OUT01,Grocery Store,Tier 3
5014,OUT01,Grocery Store,Tier 3
5031,OUT01,Grocery Store,Tier 3
5044,OUT01,Grocery Store,Tier 3
5050,OUT01,Grocery Store,Tier 3
5057,OUT01,Grocery Store,Tier 3
5071,OUT01,Grocery Store,Tier 3
5083,OUT01,Grocery Store,Tier 3
5093,OUT01,Grocery Store,Tier 3
5095,OUT01,Grocery Store,Tier 3
5154,OUT01,Grocery Store,Tier 3
5155,OUT01,Grocery Store,Tier 3
5160,OUT01,Grocery Store,Tier 3
5179,OUT01,Grocery Store,Tier 3
5192,OUT01,Grocery Store,Tier 3
5199,OUT01,Grocery Store,Tier 3
5224,OUT01,Grocery Store,Tier 3
5285,OUT01,Grocery Store,Tier 3
5287,OUT01,Grocery Store,Tier 3
5310,OUT01,Grocery Store,Tier 3
5330,OUT01,Grocery Store,Tier 3
5353,OUT01,Grocery Store,Tier 3
5366,OUT01,Grocery Store,Tier 3
5368,OUT01,Grocery Store,Tier 3
5372,OUT01,Grocery Store,Tier 3
5374,OUT01,Grocery Store,Tier 3
5434,OUT01,Grocery Store,Tier 3
5445,OUT01,Grocery Store,Tier 3
5455,OUT01,Grocery Store,Tier 3
5459,OUT01,Grocery Store,Tier 3
5507,OUT01,Grocery Store,Tier 3
5509,OUT01,Grocery Store,Tier 3
5526,OUT01,Grocery Store,Tier 3
5528,OUT01,Grocery Store,Tier 3
5529,OUT01,Grocery Store,Tier 3
5534,OUT01,Grocery Store,Tier 3
5542,OUT01,Grocery Store,Tier 3
5544,OUT01,Grocery Store,Tier 3
5603,OUT01,Grocery Store,Tier 3
5636,OUT01,Grocery Store,Tier 3
5688,OUT01,Grocery Store,Tier 3
5730,OUT01,Grocery Store,Tier 3
5734,OUT01,Grocery Store,Tier 3
5759,OUT01,Grocery Store,Tier 3
5762,OUT01,Grocery Store,Tier 3
5771,OUT01,Grocery Store,Tier 3
5773,OUT01,Grocery Store,Tier 3
5784,OUT01,Grocery Store,Tier 3
5790,OUT01,Grocery Store,Tier 3
5827,OUT01,Grocery Store,Tier 3
5832,OUT01,Grocery Store,Tier 3
5834,OUT01,Grocery Store,Tier 3
5837,OUT01,Grocery Store,Tier 3
5876,OUT01,Grocery Store,Tier 3
5881,OUT01,Grocery Store,Tier 3
5891,OUT01,Grocery Store,Tier 3
5908,OUT01,Grocery Store,Tier 3
5948,OUT01,Grocery Store,Tier 3
5952,OUT01,Grocery Store,Tier 3
5966,OUT01,Grocery Store,Tier 3
5982,OUT01,Grocery Store,Tier 3
5991,OUT01,Grocery Store,Tier 3
5994,OUT01,Grocery Store,Tier 3
6002,OUT01,Grocery Store,Tier 3
6012,OUT01,Grocery Store,Tier 3
6013,OUT01,Grocery Store,Tier 3
6024,OUT01,Grocery Store,Tier 3
6025,OUT01,Grocery Store,Tier 3
6037,OUT01,Grocery Store,Tier 3
6044,OUT01,Grocery Store,Tier 3
6062,OUT01,Grocery Store,Tier 3
6072,OUT01,Grocery Store,Tier 3
6080,OUT01,Grocery Store,Tier 3
6094,OUT01,Grocery Store,Tier 3
6095,OUT01,Grocery Store,Tier 3
6136,OUT01,Grocery Store,Tier 3
6145,OUT01,Grocery Store,Tier 3
6150,OUT01,Grocery Store,Tier 3
6159,OUT01,Grocery Store,Tier 3
6162,OUT01,Grocery Store,Tier 3
6165,OUT01,Grocery Store,Tier 3
6167,OUT01,Grocery Store,Tier 3
6266,OUT01,Grocery Store,Tier 3
6268,OUT01,Grocery Store,Tier 3
6296,OUT01,Grocery Store,Tier 3
6327,OUT01,Grocery Store,Tier 3
6344,OUT01,Grocery Store,Tier 3
6354,OUT01,Grocery Store,Tier 3
6356,OUT01,Grocery Store,Tier 3
6360,OUT01,Grocery Store,Tier 3
6367,OUT01,Grocery Store,Tier 3
6400,OUT01,Grocery Store,Tier 3
6415,OUT01,Grocery Store,Tier 3
6425,OUT01,Grocery Store,Tier 3
6437,OUT01,Grocery Store,Tier 3
6438,OUT01,Grocery Store,Tier 3
6461,OUT01,Grocery Store,Tier 3
6469,OUT01,Grocery Store,Tier 3
6489,OUT01,Grocery Store,Tier 3
6517,OUT01,Grocery Store,Tier 3
6536,OUT01,Grocery Store,Tier 3
6573,OUT01,Grocery Store,Tier 3
6576,OUT01,Grocery Store,Tier 3
6579,OUT01,Grocery Store,Tier 3
6584,OUT01,Grocery Store,Tier 3
6587,OUT01,Grocery Store,Tier 3
6592,OUT01,Grocery Store,Tier 3
6627,OUT01,Grocery Store,Tier 3
6630,OUT01,Grocery Store,Tier 3
6631,OUT01,Grocery Store,Tier 3
6636,OUT01,Grocery Store,Tier 3
6647,OUT01,Grocery Store,Tier 3
6656,OUT01,Grocery Store,Tier 3
6658,OUT01,Grocery Store,Tier 3
6670,OUT01,Grocery Store,Tier 3
6674,OUT01,Grocery Store,Tier 3
6678,OUT01,Grocery Store,Tier 3
6684,OUT01,Grocery Store,Tier 3
6685,OUT01,Grocery Store,Tier 3
6704,OUT01,Grocery Store,Tier 3
6715,OUT01,Grocery Store,Tier 3
6776,OUT01,Grocery Store,Tier 3
6798,OUT01,Grocery Store,Tier 3
6805,OUT01,Grocery Store,Tier 3
6833,OUT01,Grocery Store,Tier 3
6862,OUT01,Grocery Store,Tier 3
6882,OUT01,Grocery Store,Tier 3
6909,OUT01,Grocery Store,Tier 3
6921,OUT01,Grocery Store,Tier 3
6948,OUT01,Grocery Store,Tier 3
6950,OUT01,Grocery Store,Tier 3
