,Outlet_Identifier,Outlet_Size,Outlet_Type
758,OUT027,Medium,Supermarket Type3
759,OUT010,,Grocery Store
760,OUT013,High,Supermarket Type1
761,OUT013,High,Supermarket Type1
762,OUT018,Medium,Supermarket Type2
763,OUT045,,Supermarket Type1
764,OUT046,Small,Supermarket Type1
765,OUT049,Medium,Supermarket Type1
766,OUT013,High,Supermarket Type1
767,OUT049,Medium,Supermarket Type1
768,OUT045,,Supermarket Type1
769,OUT013,High,Supermarket Type1
770,OUT027,Medium,Supermarket Type3
771,OUT027,Medium,Supermarket Type3
772,OUT017,,Supermarket Type1
773,OUT013,High,Supermarket Type1
774,OUT027,Medium,Supermarket Type3
775,OUT027,Medium,Supermarket Type3
776,OUT035,Small,Supermarket Type1
777,OUT035,Small,Supermarket Type1
778,OUT045,,Supermarket Type1
779,OUT045,,Supermarket Type1
780,OUT018,Medium,Supermarket Type2
781,OUT045,,Supermarket Type1
782,OUT013,High,Supermarket Type1
783,OUT027,Medium,Supermarket Type3
784,OUT045,,Supermarket Type1
785,OUT046,Small,Supermarket Type1
786,OUT045,,Supermarket Type1
787,OUT010,,Grocery Store
788,OUT035,Small,Supermarket Type1
789,OUT013,High,Supermarket Type1
790,OUT013,High,Supermarket Type1
791,OUT049,Medium,Supermarket Type1
792,OUT017,,Supermarket Type1
793,OUT027,Medium,Supermarket Type3
794,OUT045,,Supermarket Type1
795,OUT027,Medium,Supermarket Type3
796,OUT046,Small,Supermarket Type1
797,OUT018,Medium,Supermarket Type2
798,OUT035,Small,Supermarket Type1
799,OUT017,,Supermarket Type1
800,OUT013,High,Supermarket Type1
801,OUT045,,Supermarket Type1
802,OUT045,,Supermarket Type1
803,OUT027,Medium,Supermarket Type3
804,OUT013,High,Supermarket Type1
805,OUT027,Medium,Supermarket Type3
806,OUT018,Medium,Supermarket Type2
807,OUT049,Medium,Supermarket Type1
808,OUT045,,Supermarket Type1
809,OUT027,Medium,Supermarket Type3
810,OUT035,Small,Supermarket Type1
811,OUT027,Medium,Supermarket Type3
812,OUT013,High,Supermarket Type1
813,OUT035,Small,Supermarket Type1
814,OUT035,Small,Supermarket Type1
815,OUT035,Small,Supermarket Type1
816,OUT013,High,Supermarket Type1
817,OUT027,Medium,Supermarket Type3
818,OUT013,High,Supermarket Type1
819,OUT046,Small,Supermarket Type1
820,OUT049,Medium,Supermarket Type1
821,OUT035,Small,Supermarket Type1
822,OUT049,Medium,Supermarket Type1
823,OUT018,Medium,Supermarket Type2
824,OUT027,Medium,Supermarket Type3
825,OUT035,Small,Supermarket Type1
826,OUT018,Medium,Supermarket Type2
827,OUT019,Small,Grocery Store
828,OUT010,,Grocery Store
829,OUT013,High,Supermarket Type1
830,OUT027,Medium,Supermarket Type3
831,OUT045,,Supermarket Type1
832,OUT027,Medium,Supermarket Type3
833,OUT019,Small,Grocery Store
834,OUT013,High,Supermarket Type1
835,OUT045,,Supermarket Type1
836,OUT010,,Grocery Store
837,OUT027,Medium,Supermarket Type3
838,OUT049,Medium,Supermarket Type1
839,OUT035,Small,Supermarket Type1
840,OUT035,Small,Supermarket Type1
841,OUT019,Small,Grocery Store
842,OUT049,Medium,Supermarket Type1
843,OUT018,Medium,Supermarket Type2
844,OUT027,Medium,Supermarket Type3
845,OUT018,Medium,Supermarket Type2
846,OUT046,Small,Supermarket Type1
847,OUT019,Small,Grocery Store
848,OUT017,,Supermarket Type1
849,OUT019,Small,Grocery Store
850,OUT013,High,Supermarket Type1
851,OUT010,,Grocery Store
852,OUT013,High,Supermarket Type1
853,OUT027,Medium,Supermarket Type3
854,OUT019,Small,Grocery Store
855,OUT046,Small,Supermarket Type1
856,OUT035,Small,Supermarket Type1
857,OUT027,Medium,Supermarket Type3
858,OUT019,Small,Grocery Store
859,OUT049,Medium,Supermarket Type1
860,OUT017,,Supermarket Type1
861,OUT010,,Grocery Store
862,OUT046,Small,Supermarket Type1
863,OUT013,High,Supermarket Type1
864,OUT045,,Supermarket Type1
865,OUT017,,Supermarket Type1
866,OUT035,Small,Supermarket Type1
867,OUT027,Medium,Supermarket Type3
868,OUT017,,Supermarket Type1
869,OUT013,High,Supermarket Type1
870,OUT013,High,Supermarket Type1
871,OUT049,Medium,Supermarket Type1
872,OUT045,,Supermarket Type1
873,OUT046,Small,Supermarket Type1
874,OUT018,Medium,Supermarket Type2
875,OUT046,Small,Supermarket Type1
876,OUT027,Medium,Supermarket Type3
877,OUT035,Small,Supermarket Type1
878,OUT049,Medium,Supermarket Type1
879,OUT045,,Supermarket Type1
880,OUT017,,Supermarket Type1
881,OUT018,Medium,Supermarket Type2
882,OUT010,,Grocery Store
883,OUT010,,Grocery Store
884,OUT027,Medium,Supermarket Type3
885,OUT013,High,Supermarket Type1
886,OUT049,Medium,Supermarket Type1
887,OUT018,Medium,Supermarket Type2
888,OUT046,Small,Supermarket Type1
889,OUT035,Small,Supermarket Type1
890,OUT049,Medium,Supermarket Type1
891,OUT018,Medium,Supermarket Type2
892,OUT027,Medium,Supermarket Type3
893,OUT013,High,Supermarket Type1
894,OUT017,,Supermarket Type1
895,OUT046,Small,Supermarket Type1
896,OUT045,,Supermarket Type1
897,OUT027,Medium,Supermarket Type3
898,OUT017,,Supermarket Type1
899,OUT046,Small,Supermarket Type1
900,OUT019,Small,Grocery Store
901,OUT018,Medium,Supermarket Type2
902,OUT018,Medium,Supermarket Type2
903,OUT049,Medium,Supermarket Type1
904,OUT017,,Supermarket Type1
905,OUT046,Small,Supermarket Type1
906,OUT010,,Grocery Store
907,OUT017,,Supermarket Type1
908,OUT010,,Grocery Store
909,OUT018,Medium,Supermarket Type2
910,OUT046,Small,Supermarket Type1
911,OUT019,Small,Grocery Store
912,OUT013,High,Supermarket Type1
913,OUT010,,Grocery Store
914,OUT013,High,Supermarket Type1
915,OUT049,Medium,Supermarket Type1
916,OUT019,Small,Grocery Store
917,OUT046,Small,Supermarket Type1
918,OUT019,Small,Grocery Store
919,OUT049,Medium,Supermarket Type1
920,OUT019,Small,Grocery Store
921,OUT018,Medium,Supermarket Type2
922,OUT013,High,Supermarket Type1
923,OUT046,Small,Supermarket Type1
924,OUT019,Small,Grocery Store
925,OUT045,,Supermarket Type1
926,OUT035,Small,Supermarket Type1
927,OUT027,Medium,Supermarket Type3
928,OUT010,,Grocery Store
929,OUT013,High,Supermarket Type1
930,OUT049,Medium,Supermarket Type1
931,OUT046,Small,Supermarket Type1
932,OUT035,Small,Supermarket Type1
933,OUT019,Small,Grocery Store
934,OUT018,Medium,Supermarket Type2
935,OUT027,Medium,Supermarket Type3
936,OUT013,High,Supermarket Type1
937,OUT013,High,Supermarket Type1
938,OUT019,Small,Grocery Store
939,OUT049,Medium,Supermarket Type1
940,OUT035,Small,Supermarket Type1
941,OUT013,High,Supermarket Type1
942,OUT017,,Supermarket Type1
943,OUT018,Medium,Supermarket Type2
944,OUT013,High,Supermarket Type1
945,OUT010,,Grocery Store
946,OUT027,Medium,Supermarket Type3
947,OUT027,Medium,Supermarket Type3
948,OUT027,Medium,Supermarket Type3
949,OUT045,,Supermarket Type1
950,OUT018,Medium,Supermarket Type2
951,OUT013,High,Supermarket Type1
952,OUT027,Medium,Supermarket Type3
953,OUT010,,Grocery Store
954,OUT046,Small,Supermarket Type1
955,OUT017,,Supermarket Type1
956,OUT017,,Supermarket Type1
957,OUT045,,Supermarket Type1
958,OUT017,,Supermarket Type1
959,OUT035,Small,Supermarket Type1
960,OUT027,Medium,Supermarket Type3
961,OUT013,High,Supermarket Type1
962,OUT017,,Supermarket Type1
963,OUT045,,Supermarket Type1
964,OUT017,,Supermarket Type1
965,OUT027,Medium,Supermarket Type3
966,OUT010,,Grocery Store
967,OUT017,,Supermarket Type1
968,OUT035,Small,Supermarket Type1
969,OUT035,Small,Supermarket Type1
970,OUT049,Medium,Supermarket Type1
971,OUT045,,Supermarket Type1
972,OUT045,,Supermarket Type1
973,OUT010,,Grocery Store
974,OUT049,Medium,Supermarket Type1
975,OUT035,Small,Supermarket Type1
976,OUT019,Small,Grocery Store
977,OUT017,,Supermarket Type1
978,OUT010,,Grocery Store
979,OUT018,Medium,Supermarket Type2
980,OUT035,Small,Supermarket Type1
981,OUT027,Medium,Supermarket Type3
982,OUT010,,Grocery Store
983,OUT018,Medium,Supermarket Type2
984,OUT018,Medium,Supermarket Type2
985,OUT035,Small,Supermarket Type1
986,OUT045,,Supermarket Type1
987,OUT013,High,Supermarket Type1
988,OUT046,Small,Supermarket Type1
989,OUT027,Medium,Supermarket Type3
990,OUT046,Small,Supermarket Type1
991,OUT027,Medium,Supermarket Type3
992,OUT035,Small,Supermarket Type1
993,OUT017,,Supermarket Type1
994,OUT013,High,Supermarket Type1
995,OUT010,,Grocery Store
996,OUT035,Small,Supermarket Type1
997,OUT017,,Supermarket Type1
998,OUT035,Small,Supermarket Type1
999,OUT027,Medium,Supermarket Type3
1000,OUT027,Medium,Supermarket Type3
1001,OUT049,Medium,Supermarket Type1
1002,OUT018,Medium,Supermarket Type2
1003,OUT035,Small,Supermarket Type1
1004,OUT013,High,Supermarket Type1
1005,OUT013,High,Supermarket Type1
1006,OUT013,High,Supermarket Type1
1007,OUT013,High,Supermarket Type1
1008,OUT035,Small,Supermarket Type1
1009,OUT027,Medium,Supermarket Type3
1010,OUT046,Small,Supermarket Type1
1011,OUT018,Medium,Supermarket Type2
1012,OUT017,,Supermarket Type1
1013,OUT035,Small,Supermarket Type1
1014,OUT027,Medium,Supermarket Type3
1015,OUT013,High,Supermarket Type1
1016,OUT027,Medium,Supermarket Type3
1017,OUT045,,Supermarket Type1
1018,OUT018,Medium,Supermarket Type2
1019,OUT017,,Supermarket Type1
1020,OUT010,,Grocery Store
1021,OUT013,High,Supermarket Type1
1022,OUT010,,Grocery Store
1023,OUT045,,Supermarket Type1
1024,OUT046,Small,Supermarket Type1
1025,OUT019,Small,Grocery Store
1026,OUT035,Small,Supermarket Type1
1027,OUT018,Medium,Supermarket Type2
1028,OUT019,Small,Grocery Store
1029,OUT018,Medium,Supermarket Type2
1030,OUT010,,Grocery Store
1031,OUT046,Small,Supermarket Type1
1032,OUT046,Small,Supermarket Type1
1033,OUT027,Medium,Supermarket Type3
1034,OUT010,,Grocery Store
1035,OUT013,High,Supermarket Type1
1036,OUT045,,Supermarket Type1
1037,OUT013,High,Supermarket Type1
1038,OUT049,Medium,Supermarket Type1
1039,OUT027,Medium,Supermarket Type3
1040,OUT027,Medium,Supermarket Type3
1041,OUT027,Medium,Supermarket Type3
1042,OUT018,Medium,Supermarket Type2
1043,OUT027,Medium,Supermarket Type3
1044,OUT045,,Supermarket Type1
1045,OUT045,,Supermarket Type1
1046,OUT019,Small,Grocery Store
1047,OUT046,Small,Supermarket Type1
1048,OUT045,,Supermarket Type1
1049,OUT035,Small,Supermarket Type1
1050,OUT017,,Supermarket Type1
1051,OUT027,Medium,Supermarket Type3
1052,OUT035,Small,Supermarket Type1
1053,OUT018,Medium,Supermarket Type2
1054,OUT035,Small,Supermarket Type1
1055,OUT035,Small,Supermarket Type1
1056,OUT013,High,Supermarket Type1
1057,OUT049,Medium,Supermarket Type1
1058,OUT018,Medium,Supermarket Type2
1059,OUT017,,Supermarket Type1
1060,OUT035,Small,Supermarket Type1
1061,OUT017,,Supermarket Type1
1062,OUT035,Small,Supermarket Type1
1063,OUT018,Medium,Supermarket Type2
1064,OUT010,,Grocery Store
1065,OUT010,,Grocery Store
1066,OUT035,Small,Supermarket Type1
1067,OUT049,Medium,Supermarket Type1
1068,OUT046,Small,Supermarket Type1
1069,OUT046,Small,Supermarket Type1
1070,OUT045,,Supermarket Type1
1071,OUT035,Small,Supermarket Type1
1072,OUT035,Small,Supermarket Type1
1073,OUT045,,Supermarket Type1
1074,OUT046,Small,Supermarket Type1
1075,OUT046,Small,Supermarket Type1
1076,OUT049,Medium,Supermarket Type1
1077,OUT035,Small,Supermarket Type1
1078,OUT019,Small,Grocery Store
1079,OUT017,,Supermarket Type1
1080,OUT027,Medium,Supermarket Type3
1081,OUT049,Medium,Supermarket Type1
1082,OUT049,Medium,Supermarket Type1
1083,OUT013,High,Supermarket Type1
1084,OUT027,Medium,Supermarket Type3
1085,OUT027,Medium,Supermarket Type3
1086,OUT017,,Supermarket Type1
1087,OUT045,,Supermarket Type1
1088,OUT019,Small,Grocery Store
1089,OUT018,Medium,Supermarket Type2
1090,OUT017,,Supermarket Type1
1091,OUT013,High,Supermarket Type1
1092,OUT027,Medium,Supermarket Type3
1093,OUT035,Small,Supermarket Type1
1094,OUT049,Medium,Supermarket Type1
1095,OUT035,Small,Supermarket Type1
1096,OUT045,,Supermarket Type1
1097,OUT027,Medium,Supermarket Type3
1098,OUT045,,Supermarket Type1
1099,OUT046,Small,Supermarket Type1
1100,OUT027,Medium,Supermarket Type3
1101,OUT027,Medium,Supermarket Type3
1102,OUT017,,Supermarket Type1
1103,OUT018,Medium,Supermarket Type2
1104,OUT045,,Supermarket Type1
1105,OUT010,,Grocery Store
1106,OUT045,,Supermarket Type1
1107,OUT035,Small,Supermarket Type1
1108,OUT045,,Supermarket Type1
1109,OUT045,,Supermarket Type1
1110,OUT017,,Supermarket Type1
1111,OUT046,Small,Supermarket Type1
1112,OUT027,Medium,Supermarket Type3
1113,OUT027,Medium,Supermarket Type3
1114,OUT013,High,Supermarket Type1
1115,OUT017,,Supermarket Type1
1116,OUT017,,Supermarket Type1
1117,OUT046,Small,Supermarket Type1
1118,OUT045,,Supermarket Type1
1119,OUT010,,Grocery Store
1120,OUT010,,Grocery Store
1121,OUT013,High,Supermarket Type1
1122,OUT049,Medium,Supermarket Type1
1123,OUT049,Medium,Supermarket Type1
1124,OUT035,Small,Supermarket Type1
1125,OUT017,,Supermarket Type1
1126,OUT049,Medium,Supermarket Type1
1127,OUT027,Medium,Supermarket Type3
1128,OUT018,Medium,Supermarket Type2
1129,OUT019,Small,Grocery Store
1130,OUT019,Small,Grocery Store
1131,OUT019,Small,Grocery Store
1132,OUT013,High,Supermarket Type1
1133,OUT035,Small,Supermarket Type1
1134,OUT019,Small,Grocery Store
1135,OUT018,Medium,Supermarket Type2
1136,OUT027,Medium,Supermarket Type3
1137,OUT017,,Supermarket Type1
1138,OUT027,Medium,Supermarket Type3
1139,OUT027,Medium,Supermarket Type3
1140,OUT049,Medium,Supermarket Type1
1141,OUT035,Small,Supermarket Type1
1142,OUT027,Medium,Supermarket Type3
1143,OUT046,Small,Supermarket Type1
1144,OUT010,,Grocery Store
1145,OUT013,High,Supermarket Type1
1146,OUT049,Medium,Supermarket Type1
1147,OUT035,Small,Supermarket Type1
1148,OUT017,,Supermarket Type1
1149,OUT027,Medium,Supermarket Type3
1150,OUT013,High,Supermarket Type1
1151,OUT017,,Supermarket Type1
1152,OUT017,,Supermarket Type1
1153,OUT018,Medium,Supermarket Type2
1154,OUT027,Medium,Supermarket Type3
1155,OUT018,Medium,Supermarket Type2
1156,OUT017,,Supermarket Type1
1157,OUT035,Small,Supermarket Type1
1158,OUT046,Small,Supermarket Type1
1159,OUT019,Small,Grocery Store
1160,OUT018,Medium,Supermarket Type2
1161,OUT018,Medium,Supermarket Type2
1162,OUT017,,Supermarket Type1
1163,OUT018,Medium,Supermarket Type2
1164,OUT035,Small,Supermarket Type1
1165,OUT017,,Supermarket Type1
1166,OUT035,Small,Supermarket Type1
1167,OUT017,,Supermarket Type1
1168,OUT046,Small,Supermarket Type1
1169,OUT045,,Supermarket Type1
1170,OUT018,Medium,Supermarket Type2
1171,OUT027,Medium,Supermarket Type3
1172,OUT049,Medium,Supermarket Type1
1173,OUT027,Medium,Supermarket Type3
1174,OUT046,Small,Supermarket Type1
1175,OUT046,Small,Supermarket Type1
1176,OUT019,Small,Grocery Store
1177,OUT019,Small,Grocery Store
1178,OUT046,Small,Supermarket Type1
1179,OUT035,Small,Supermarket Type1
1180,OUT035,Small,Supermarket Type1
1181,OUT049,Medium,Supermarket Type1
1182,OUT046,Small,Supermarket Type1
1183,OUT013,High,Supermarket Type1
1184,OUT049,Medium,Supermarket Type1
1185,OUT019,Small,Grocery Store
1186,OUT049,Medium,Supermarket Type1
1187,OUT046,Small,Supermarket Type1
1188,OUT018,Medium,Supermarket Type2
1189,OUT017,,Supermarket Type1
1190,OUT018,Medium,Supermarket Type2
1191,OUT045,,Supermarket Type1
1192,OUT010,,Grocery Store
1193,OUT045,,Supermarket Type1
1194,OUT027,Medium,Supermarket Type3
1195,OUT049,Medium,Supermarket Type1
1196,OUT049,Medium,Supermarket Type1
1197,OUT045,,Supermarket Type1
1198,OUT049,Medium,Supermarket Type1
1199,OUT045,,Supermarket Type1
1200,OUT013,High,Supermarket Type1
1201,OUT049,Medium,Supermarket Type1
1202,OUT045,,Supermarket Type1
1203,OUT045,,Supermarket Type1
1204,OUT019,Small,Grocery Store
1205,OUT046,Small,Supermarket Type1
1206,OUT049,Medium,Supermarket Type1
1207,OUT035,Small,Supermarket Type1
1208,OUT035,Small,Supermarket Type1
1209,OUT013,High,Supermarket Type1
1210,OUT049,Medium,Supermarket Type1
1211,OUT045,,Supermarket Type1
1212,OUT017,,Supermarket Type1
1213,OUT017,,Supermarket Type1
1214,OUT013,High,Supermarket Type1
1215,OUT035,Small,Supermarket Type1
1216,OUT035,Small,Supermarket Type1
1217,OUT046,Small,Supermarket Type1
1218,OUT013,High,Supermarket Type1
1219,OUT018,Medium,Supermarket Type2
1220,OUT017,,Supermarket Type1
1221,OUT013,High,Supermarket Type1
1222,OUT027,Medium,Supermarket Type3
1223,OUT045,,Supermarket Type1
1224,OUT010,,Grocery Store
1225,OUT019,Small,Grocery Store
1226,OUT035,Small,Supermarket Type1
1227,OUT046,Small,Supermarket Type1
1228,OUT018,Medium,Supermarket Type2
1229,OUT013,High,Supermarket Type1
1230,OUT045,,Supermarket Type1
1231,OUT045,,Supermarket Type1
1232,OUT045,,Supermarket Type1
1233,OUT010,,Grocery Store
1234,OUT045,,Supermarket Type1
1235,OUT035,Small,Supermarket Type1
1236,OUT035,Small,Supermarket Type1
1237,OUT035,Small,Supermarket Type1
1238,OUT045,,Supermarket Type1
1239,OUT045,,Supermarket Type1
1240,OUT027,Medium,Supermarket Type3
1241,OUT017,,Supermarket Type1
1242,OUT049,Medium,Supermarket Type1
1243,OUT046,Small,Supermarket Type1
1244,OUT049,Medium,Supermarket Type1
1245,OUT013,High,Supermarket Type1
1246,OUT017,,Supermarket Type1
1247,OUT045,,Supermarket Type1
1248,OUT013,High,Supermarket Type1
1249,OUT045,,Supermarket Type1
1250,OUT017,,Supermarket Type1
1251,OUT018,Medium,Supermarket Type2
1252,OUT019,Small,Grocery Store
1253,OUT035,Small,Supermarket Type1
1254,OUT046,Small,Supermarket Type1
1255,OUT018,Medium,Supermarket Type2
1256,OUT027,Medium,Supermarket Type3
1257,OUT045,,Supermarket Type1
1258,OUT049,Medium,Supermarket Type1
1259,OUT010,,Grocery Store
1260,OUT013,High,Supermarket Type1
1261,OUT049,Medium,Supermarket Type1
1262,OUT017,,Supermarket Type1
1263,OUT049,Medium,Supermarket Type1
1264,OUT027,Medium,Supermarket Type3
1265,OUT027,Medium,Supermarket Type3
1266,OUT045,,Supermarket Type1
1267,OUT018,Medium,Supermarket Type2
1268,OUT019,Small,Grocery Store
1269,OUT045,,Supermarket Type1
1270,OUT049,Medium,Supermarket Type1
1271,OUT018,Medium,Supermarket Type2
1272,OUT010,,Grocery Store
1273,OUT049,Medium,Supermarket Type1
1274,OUT013,High,Supermarket Type1
1275,OUT017,,Supermarket Type1
1276,OUT035,Small,Supermarket Type1
1277,OUT046,Small,Supermarket Type1
1278,OUT017,,Supermarket Type1
1279,OUT013,High,Supermarket Type1
1280,OUT019,Small,Grocery Store
1281,OUT046,Small,Supermarket Type1
1282,OUT017,,Supermarket Type1
1283,OUT017,,Supermarket Type1
1284,OUT035,Small,Supermarket Type1
1285,OUT027,Medium,Supermarket Type3
1286,OUT017,,Supermarket Type1
1287,OUT013,High,Supermarket Type1
1288,OUT045,,Supermarket Type1
1289,OUT049,Medium,Supermarket Type1
1290,OUT027,Medium,Supermarket Type3
1291,OUT010,,Grocery Store
1292,OUT045,,Supermarket Type1
1293,OUT049,Medium,Supermarket Type1
1294,OUT035,Small,Supermarket Type1
1295,OUT035,Small,Supermarket Type1
1296,OUT013,High,Supermarket Type1
1297,OUT017,,Supermarket Type1
1298,OUT017,,Supermarket Type1
1299,OUT046,Small,Supermarket Type1
1300,OUT046,Small,Supermarket Type1
1301,OUT045,,Supermarket Type1
1302,OUT013,High,Supermarket Type1
1303,OUT019,Small,Grocery Store
1304,OUT018,Medium,Supermarket Type2
1305,OUT046,Small,Supermarket Type1
1306,OUT045,,Supermarket Type1
1307,OUT013,High,Supermarket Type1
1308,OUT049,Medium,Supermarket Type1
1309,OUT013,High,Supermarket Type1
1310,OUT049,Medium,Supermarket Type1
1311,OUT010,,Grocery Store
1312,OUT027,Medium,Supermarket Type3
1313,OUT027,Medium,Supermarket Type3
1314,OUT035,Small,Supermarket Type1
1315,OUT018,Medium,Supermarket Type2
1316,OUT049,Medium,Supermarket Type1
1317,OUT049,Medium,Supermarket Type1
1318,OUT035,Small,Supermarket Type1
1319,OUT010,,Grocery Store
1320,OUT049,Medium,Supermarket Type1
1321,OUT045,,Supermarket Type1
1322,OUT046,Small,Supermarket Type1
1323,OUT046,Small,Supermarket Type1
1324,OUT019,Small,Grocery Store
1325,OUT035,Small,Supermarket Type1
1326,OUT013,High,Supermarket Type1
1327,OUT013,High,Supermarket Type1
1328,OUT045,,Supermarket Type1
1329,OUT027,Medium,Supermarket Type3
1330,OUT046,Small,Supermarket Type1
1331,OUT017,,Supermarket Type1
1332,OUT018,Medium,Supermarket Type2
1333,OUT013,High,Supermarket Type1
1334,OUT049,Medium,Supermarket Type1
1335,OUT018,Medium,Supermarket Type2
1336,OUT018,Medium,Supermarket Type2
1337,OUT010,,Grocery Store
1338,OUT027,Medium,Supermarket Type3
1339,OUT046,Small,Supermarket Type1
1340,OUT045,,Supermarket Type1
1341,OUT045,,Supermarket Type1
1342,OUT045,,Supermarket Type1
1343,OUT046,Small,Supermarket Type1
